Date,Open,High,Low,Close,Adj Close,Volume,"('Adj Close', 'NVDA')","('Close', 'NVDA')","('High', 'NVDA')","('Low', 'NVDA')","('Open', 'NVDA')","('Volume', 'NVDA')","('Adj Close', 'NVDA').1","('Close', 'NVDA').1","('High', 'NVDA').1","('Low', 'NVDA').1","('Open', 'NVDA').1","('Volume', 'NVDA').1","('Adj Close', 'NVDA').2","('Close', 'NVDA').2","('High', 'NVDA').2","('Low', 'NVDA').2","('Open', 'NVDA').2","('Volume', 'NVDA').2","('Adj Close', 'NVDA').3","('Close', 'NVDA').3","('High', 'NVDA').3","('Low', 'NVDA').3","('Open', 'NVDA').3","('Volume', 'NVDA').3","('Adj Close', 'NVDA').4","('Close', 'NVDA').4","('High', 'NVDA').4","('Low', 'NVDA').4","('Open', 'NVDA').4","('Volume', 'NVDA').4","('Adj Close', 'NVDA').5","('Close', 'NVDA').5","('High', 'NVDA').5","('Low', 'NVDA').5","('Open', 'NVDA').5","('Volume', 'NVDA').5","('Adj Close', 'NVDA').6","('Close', 'NVDA').6","('High', 'NVDA').6","('Low', 'NVDA').6","('Open', 'NVDA').6","('Volume', 'NVDA').6","('Adj Close', 'NVDA').7","('Close', 'NVDA').7","('High', 'NVDA').7","('Low', 'NVDA').7","('Open', 'NVDA').7","('Volume', 'NVDA').7","('Adj Close', 'NVDA').8","('Close', 'NVDA').8","('High', 'NVDA').8","('Low', 'NVDA').8","('Open', 'NVDA').8","('Volume', 'NVDA').8","('Adj Close', 'NVDA').9","('Close', 'NVDA').9","('High', 'NVDA').9","('Low', 'NVDA').9","('Open', 'NVDA').9","('Volume', 'NVDA').9","('Adj Close', 'NVDA').10","('Close', 'NVDA').10","('High', 'NVDA').10","('Low', 'NVDA').10","('Open', 'NVDA').10","('Volume', 'NVDA').10","('Adj Close', 'NVDA').11","('Close', 'NVDA').11","('High', 'NVDA').11","('Low', 'NVDA').11","('Open', 'NVDA').11","('Volume', 'NVDA').11","('Adj Close', 'NVDA').12","('Close', 'NVDA').12","('High', 'NVDA').12","('Low', 'NVDA').12","('Open', 'NVDA').12","('Volume', 'NVDA').12","('Adj Close', 'NVDA').13","('Close', 'NVDA').13","('High', 'NVDA').13","('Low', 'NVDA').13","('Open', 'NVDA').13","('Volume', 'NVDA').13","('Adj Close', 'NVDA').14","('Close', 'NVDA').14","('High', 'NVDA').14","('Low', 'NVDA').14","('Open', 'NVDA').14","('Volume', 'NVDA').14","('Adj Close', 'NVDA').15","('Close', 'NVDA').15","('High', 'NVDA').15","('Low', 'NVDA').15","('Open', 'NVDA').15","('Volume', 'NVDA').15","('Adj Close', 'NVDA').16","('Close', 'NVDA').16","('High', 'NVDA').16","('Low', 'NVDA').16","('Open', 'NVDA').16","('Volume', 'NVDA').16","('Adj Close', 'NVDA').17","('Close', 'NVDA').17","('High', 'NVDA').17","('Low', 'NVDA').17","('Open', 'NVDA').17","('Volume', 'NVDA').17","('Adj Close', 'NVDA').18","('Close', 'NVDA').18","('High', 'NVDA').18","('Low', 'NVDA').18","('Open', 'NVDA').18","('Volume', 'NVDA').18","('Adj Close', 'NVDA').19","('Close', 'NVDA').19","('High', 'NVDA').19","('Low', 'NVDA').19","('Open', 'NVDA').19","('Volume', 'NVDA').19","('Adj Close', 'NVDA').20","('Close', 'NVDA').20","('High', 'NVDA').20","('Low', 'NVDA').20","('Open', 'NVDA').20","('Volume', 'NVDA').20","('Adj Close', 'NVDA').21","('Close', 'NVDA').21","('High', 'NVDA').21","('Low', 'NVDA').21","('Open', 'NVDA').21","('Volume', 'NVDA').21","('Adj Close', 'NVDA').22","('Close', 'NVDA').22","('High', 'NVDA').22","('Low', 'NVDA').22","('Open', 'NVDA').22","('Volume', 'NVDA').22","('Adj Close', 'NVDA').23","('Close', 'NVDA').23","('High', 'NVDA').23","('Low', 'NVDA').23","('Open', 'NVDA').23","('Volume', 'NVDA').23","('Adj Close', 'NVDA').24","('Close', 'NVDA').24","('High', 'NVDA').24","('Low', 'NVDA').24","('Open', 'NVDA').24","('Volume', 'NVDA').24","('Adj Close', 'NVDA').25","('Close', 'NVDA').25","('High', 'NVDA').25","('Low', 'NVDA').25","('Open', 'NVDA').25","('Volume', 'NVDA').25","('Adj Close', 'NVDA').26","('Close', 'NVDA').26","('High', 'NVDA').26","('Low', 'NVDA').26","('Open', 'NVDA').26","('Volume', 'NVDA').26","('Adj Close', 'NVDA').27","('Close', 'NVDA').27","('High', 'NVDA').27","('Low', 'NVDA').27","('Open', 'NVDA').27","('Volume', 'NVDA').27","('Adj Close', 'NVDA').28","('Close', 'NVDA').28","('High', 'NVDA').28","('Low', 'NVDA').28","('Open', 'NVDA').28","('Volume', 'NVDA').28","('Adj Close', 'NVDA').29","('Close', 'NVDA').29","('High', 'NVDA').29","('Low', 'NVDA').29","('Open', 'NVDA').29","('Volume', 'NVDA').29","('Adj Close', 'NVDA').30","('Close', 'NVDA').30","('High', 'NVDA').30","('Low', 'NVDA').30","('Open', 'NVDA').30","('Volume', 'NVDA').30","('Adj Close', 'NVDA').31","('Close', 'NVDA').31","('High', 'NVDA').31","('Low', 'NVDA').31","('Open', 'NVDA').31","('Volume', 'NVDA').31","('Adj Close', 'NVDA').32","('Close', 'NVDA').32","('High', 'NVDA').32","('Low', 'NVDA').32","('Open', 'NVDA').32","('Volume', 'NVDA').32","('Adj Close', 'NVDA').33","('Close', 'NVDA').33","('High', 'NVDA').33","('Low', 'NVDA').33","('Open', 'NVDA').33","('Volume', 'NVDA').33","('Adj Close', 'NVDA').34","('Close', 'NVDA').34","('High', 'NVDA').34","('Low', 'NVDA').34","('Open', 'NVDA').34","('Volume', 'NVDA').34","('Adj Close', 'NVDA').35","('Close', 'NVDA').35","('High', 'NVDA').35","('Low', 'NVDA').35","('Open', 'NVDA').35","('Volume', 'NVDA').35","('Adj Close', 'NVDA').36","('Close', 'NVDA').36","('High', 'NVDA').36","('Low', 'NVDA').36","('Open', 'NVDA').36","('Volume', 'NVDA').36","('Adj Close', 'NVDA').37","('Close', 'NVDA').37","('High', 'NVDA').37","('Low', 'NVDA').37","('Open', 'NVDA').37","('Volume', 'NVDA').37","('Adj Close', 'NVDA').38","('Close', 'NVDA').38","('High', 'NVDA').38","('Low', 'NVDA').38","('Open', 'NVDA').38","('Volume', 'NVDA').38","('Adj Close', 'NVDA').39","('Close', 'NVDA').39","('High', 'NVDA').39","('Low', 'NVDA').39","('Open', 'NVDA').39","('Volume', 'NVDA').39","('Adj Close', 'NVDA').40","('Close', 'NVDA').40","('High', 'NVDA').40","('Low', 'NVDA').40","('Open', 'NVDA').40","('Volume', 'NVDA').40","('Adj Close', 'NVDA').41","('Close', 'NVDA').41","('High', 'NVDA').41","('Low', 'NVDA').41","('Open', 'NVDA').41","('Volume', 'NVDA').41","('Adj Close', 'NVDA').42","('Close', 'NVDA').42","('High', 'NVDA').42","('Low', 'NVDA').42","('Open', 'NVDA').42","('Volume', 'NVDA').42","('Adj Close', 'NVDA').43","('Close', 'NVDA').43","('High', 'NVDA').43","('Low', 'NVDA').43","('Open', 'NVDA').43","('Volume', 'NVDA').43","('Adj Close', 'NVDA').44","('Close', 'NVDA').44","('High', 'NVDA').44","('Low', 'NVDA').44","('Open', 'NVDA').44","('Volume', 'NVDA').44","('Adj Close', 'NVDA').45","('Close', 'NVDA').45","('High', 'NVDA').45","('Low', 'NVDA').45","('Open', 'NVDA').45","('Volume', 'NVDA').45","('Adj Close', 'NVDA').46","('Close', 'NVDA').46","('High', 'NVDA').46","('Low', 'NVDA').46","('Open', 'NVDA').46","('Volume', 'NVDA').46","('Close', 'NVDA').47","('High', 'NVDA').47","('Low', 'NVDA').47","('Open', 'NVDA').47","('Volume', 'NVDA').47","('Close', 'NVDA').48","('High', 'NVDA').48","('Low', 'NVDA').48","('Open', 'NVDA').48","('Volume', 'NVDA').48","('Close', 'NVDA').49","('High', 'NVDA').49","('Low', 'NVDA').49","('Open', 'NVDA').49","('Volume', 'NVDA').49","('Close', 'NVDA').50","('High', 'NVDA').50","('Low', 'NVDA').50","('Open', 'NVDA').50","('Volume', 'NVDA').50","('Close', 'NVDA').51","('High', 'NVDA').51","('Low', 'NVDA').51","('Open', 'NVDA').51","('Volume', 'NVDA').51","('Close', 'NVDA').52","('High', 'NVDA').52","('Low', 'NVDA').52","('Open', 'NVDA').52","('Volume', 'NVDA').52","('Close', 'NVDA').53","('High', 'NVDA').53","('Low', 'NVDA').53","('Open', 'NVDA').53","('Volume', 'NVDA').53","('Close', 'NVDA').54","('High', 'NVDA').54","('Low', 'NVDA').54","('Open', 'NVDA').54","('Volume', 'NVDA').54","('Close', 'NVDA').55","('High', 'NVDA').55","('Low', 'NVDA').55","('Open', 'NVDA').55","('Volume', 'NVDA').55","('Close', 'NVDA').56","('High', 'NVDA').56","('Low', 'NVDA').56","('Open', 'NVDA').56","('Volume', 'NVDA').56","('Close', 'NVDA').57","('High', 'NVDA').57","('Low', 'NVDA').57","('Open', 'NVDA').57","('Volume', 'NVDA').57","('Close', 'NVDA').58","('High', 'NVDA').58","('Low', 'NVDA').58","('Open', 'NVDA').58","('Volume', 'NVDA').58","('Close', 'NVDA')","('High', 'NVDA')","('Low', 'NVDA')","('Open', 'NVDA')","('Volume', 'NVDA')"
2023-07-03,42.516998291015625,42.89799880981445,42.20199966430664,42.41299819946289,42.39667510986328,198209000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,42.1349983215332,43.17699813842773,42.084999084472656,42.31700134277344,42.30071640014648,323618000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,41.84400177001953,42.17900085449219,41.34600067138672,42.10300064086914,42.08679962158203,303582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,42.321998596191406,43.2140007019043,42.18000030517578,42.50299835205078,42.48664093017578,355881000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,42.65700149536133,42.81100082397461,41.64899826049805,42.18000030517578,42.16376495361328,353908000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-11,42.48099899291992,42.757999420166016,42.06700134277344,42.40499877929688,42.38867950439453,298244000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12,43.03300094604492,43.935001373291016,42.777000427246094,43.902000427246094,43.88510513305664,481277000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13,44.51800155639648,46.15499877929688,44.492000579833984,45.97700119018555,45.95930862426758,478204000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,46.58300018310547,48.0880012512207,45.060001373291016,45.46900177001953,45.45150375366211,772075000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,46.28900146484375,46.49599838256836,45.262001037597656,46.46099853515625,46.443119049072266,510488000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-18,46.70100021362305,47.89599990844727,45.73400115966797,47.49399948120117,47.47572326660156,569164000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
